State,Assembly,Candidate,Party,Votes
Uttar Pradesh,Kannauj,GANGA CHARAN,Rashtriya Kranti Party,1282
Uttar Pradesh,Kannauj,PRADEEP KUMAR,Independent,964
Uttar Pradesh,Kannauj,SUBODH KUMAR,Peace Party,927
Uttar Pradesh,Kannauj,SURENDRA NATH,Bahujan Mukti Party,888
Uttar Pradesh,Kannauj,PUSHPA DEVI,Bhartiya Shakti Chetna Party,806
Uttar Pradesh,Kannauj,None of the Above,None of the Above,7380
Uttar Pradesh,Kanpur,DR.MURLI MANOHAR JOSHI,Bharatiya Janata Party,474712
Uttar Pradesh,Kanpur,SRIPRAKASH JAISWAL,Indian National Congress,251766
Uttar Pradesh,Kanpur,SALEEM AHMAD,Bahujan Samaj Party,53218
Uttar Pradesh,Kanpur,SURENDRA MOHAN AGARWAL,Samajwadi Party,25723
Uttar Pradesh,Kanpur,MAHMOOD HUSAIN RAHMANI,Aam Aadmi Party,11925
Uttar Pradesh,Kanpur,KISHOR BAJPAI,Independent,3005
Uttar Pradesh,Kanpur,PREM CHANDRA PANDEY,Independent,2350
Uttar Pradesh,Kanpur,ANIL AWASTHI,All India Trinamool Congress,1701
Uttar Pradesh,Kanpur,ASHOK PASWAN ADVOCATE,Independent,1398
Uttar Pradesh,Kanpur,MUZAFFAR HUSAIN KHAN,Independent,1069
Uttar Pradesh,Kanpur,VISHWANATH KATARIA,Independent,929
Uttar Pradesh,Kanpur,VINAYAK RAO TOPE,Swarajya Party Of India,723
Uttar Pradesh,Kanpur,HIMMAT LAL,Akhil Bharatiya Rajarya Sabha,683
Uttar Pradesh,Kanpur,BETALAL DIWAKAR,Independent,665
Uttar Pradesh,Kanpur,DR.NIKHIL GUPTA,Nav Bharat Democratic Party,580
Uttar Pradesh,Kanpur,KUMARI SARASWATI,Independent,475
Uttar Pradesh,Kanpur,RAMESH KUMAR GUPTA,Parivartan Samaj Party,433
Uttar Pradesh,Kanpur,MOHAMMAD.ATEEQ,Rashtrawadi Samaj Party,425
Uttar Pradesh,Kanpur,MOHD.NASIR KHAN,Peace Party,364
Uttar Pradesh,Kanpur,ANAND MEHROTRA,Nagrik Ekta Party,361
Uttar Pradesh,Kanpur,DEVENDRA KUMAR SHARMA,Akhil Bharatiya Ashok Sena,296
Uttar Pradesh,Kanpur,None of the Above,None of the Above,2278
Uttar Pradesh,Kaushambi,VINOD KUMAR SONKAR,Bharatiya Janata Party,331593
Uttar Pradesh,Kaushambi,SHAILENDRA KUMAR,Samajwadi Party,288746
Uttar Pradesh,Kaushambi,SURESH PASI,Bahujan Samaj Party,201196
Uttar Pradesh,Kaushambi,MAHENDRA KUMAR,Indian National Congress,31904
Uttar Pradesh,Kaushambi,MOHAN LAL,Independent,9180
Uttar Pradesh,Kaushambi,SHRIPAL,Bahujan Mukti Party,7341
Uttar Pradesh,Kaushambi,MALTI DEVI,Rashtriya Samanta Dal,6548
Uttar Pradesh,Kaushambi,RAJENDRA SONKAR,Lok Dal,6386
Uttar Pradesh,Kaushambi,BEENA RANI,Independent,4957
Uttar Pradesh,Kaushambi,SWARNALATA SUMAN,Aam Aadmi Party,3692
Uttar Pradesh,Kaushambi,CHHEDDOO,Independent,3340
Uttar Pradesh,Kaushambi,None of the Above,None of the Above,15155
Uttar Pradesh,Kheri,AJAY KUMAR,Bharatiya Janata Party,398578
Uttar Pradesh,Kheri,ARVIND GIRI,Bahujan Samaj Party,288304
Uttar Pradesh,Kheri,ZAFAR ALI NAQVI,Indian National Congress,183940
Uttar Pradesh,Kheri,RAVI PRAKASH VERMA,Samajwadi Party,160112
Uttar Pradesh,Kheri,VIPNESH,Communist Party of India,16401
Uttar Pradesh,Kheri,RAMESHWARI,Independent,3514
Uttar Pradesh,Kheri,KRISHNA ADHIKARI,Communist Party of India (Marxist-Leninist) (Liberation),3230
Uttar Pradesh,Kheri,ASHOK,Aam Aadmi Party,3165
Uttar Pradesh,Kheri,ASHRAF ALI,Peace Party,3124
Uttar Pradesh,Kheri,DINESH KUMAR,Bahujan Mukti Party,2861
Uttar Pradesh,Kheri,RAMGOPAL MISHRA,Independent,2608
Uttar Pradesh,Kheri,None of the Above,None of the Above,12031
Uttar Pradesh,Kushi Nagar,RAJESH PANDEY URF GUDDU,Bharatiya Janata Party,370051
Uttar Pradesh,Kushi Nagar,KUNWAR RATANJIT PRATAP NARAIN SINGH,Indian National Congress,284511
Uttar Pradesh,Kushi Nagar,DR. SANGAM MISHRA,Bahujan Samaj Party,132881
Uttar Pradesh,Kushi Nagar,RADHE SHYAM SINGH,Samajwadi Party,111256
Uttar Pradesh,Kushi Nagar,KASHEEM ALI,Peace Party,9024
Uttar Pradesh,Kushi Nagar,RAMDHANEE,Deshbhakt Nirman Party,5485
Uttar Pradesh,Kushi Nagar,RAMPRATAP,Janata Dal (United),4805
Uttar Pradesh,Kushi Nagar,MARKANDE,Bahujan Mukti Party,4270
Uttar Pradesh,Kushi Nagar,AMEERUDDIN,Apna Dal United Party,3843
Uttar Pradesh,Kushi Nagar,AKHAND,Aam Aadmi Party,3802
Uttar Pradesh,Kushi Nagar,ARVIND,Swaraj (J),3630
Uttar Pradesh,Kushi Nagar,JAHID,Suheldev Bhartiya Samaj Party,2677
Uttar Pradesh,Kushi Nagar,BACHCHOOLAAL,Most Backward Classes Of India,2145
Uttar Pradesh,Kushi Nagar,GOBARDHAN PRASAD,Socialist Party (India),1963
Uttar Pradesh,Kushi Nagar,None of the Above,None of the Above,10102
Uttar Pradesh,Lalganj,NEELAM SONKAR,Bharatiya Janata Party,324016
Uttar Pradesh,Lalganj,BECHAI SAROJ,Samajwadi Party,260930
Uttar Pradesh,Lalganj,DR. BALIRAM,Bahujan Samaj Party,233971
Uttar Pradesh,Lalganj,BALIHARI BABU,Indian National Congress,21832
Uttar Pradesh,Lalganj,PRADEEP KUMAR,Rashtriya Ulama Council,14368
Uttar Pradesh,Lalganj,HARIPRASAD SONKAR,Communist Party of India,10523
Uttar Pradesh,Lalganj,JIYA LAL,Aam Aadmi Party,5668
Uttar Pradesh,Lalganj,SHRIPATI,Qaumi Ekta Dal,4620
Uttar Pradesh,Lalganj,ACHCHHELAL,Independent,4536
Uttar Pradesh,Lalganj,JANGBAHADUR,Independent,3307
Uttar Pradesh,Lalganj,AVADHESH,Independent,2129
Uttar Pradesh,Lalganj,LAL BAHADUR,Bahujan Mukti Party,1911
Uttar Pradesh,Lalganj,DINESH KUMAR,Asankhya Samaj Party,1733
Uttar Pradesh,Lalganj,SUKHANAYAN,Jan Shakti Ekta Party,1398
Uttar Pradesh,Lalganj,None of the Above,None of the Above,7713
Uttar Pradesh,Lucknow,RAJ NATH SINGH,Bharatiya Janata Party,561106
Uttar Pradesh,Lucknow,PROF. RITA BAHUGUNA JOSHI,Indian National Congress,288357
Uttar Pradesh,Lucknow,NAKUL DUBEY,Bahujan Samaj Party,64449
Uttar Pradesh,Lucknow,ABHISHEK MISRA,Samajwadi Party,56771
Uttar Pradesh,Lucknow,SYED JAVED AHMED JAFRI,Aam Aadmi Party,41429
Uttar Pradesh,Lucknow,SUMAN VERMA,Bhartiya Shakti Chetna Party,1901
Uttar Pradesh,Lucknow,MOHD. SARWAR MALIK,All India Trinamool Congress,1486
Uttar Pradesh,Lucknow,SANJEEV MEHROTRA ALIAS PIKKU BHAI,Bahujan Kranti Party (Marxwad-Ambedkarwad),1174
Uttar Pradesh,Lucknow,SYED ALI HUSAIN,Independent,1100
Uttar Pradesh,Lucknow,ASOK PANDE,Independent,930
Uttar Pradesh,Lucknow,SHISHU PAL YADAV,RASHTRIYA VIKLANG PARTY,851
Uttar Pradesh,Lucknow,SUNIL SINGH,Lok Dal,849
Uttar Pradesh,Lucknow,TARA PATKAR,Swarajya Party Of India,743
Uttar Pradesh,Lucknow,SUBHASH CHANDRA LEHRI,Independent,719
Uttar Pradesh,Lucknow,HARI RAM ALIAS HARIBHAI PATEL,Samyak Parivartan Party,694
Uttar Pradesh,Lucknow,PADAM CHANDRA GUPTA,Independent,661
Uttar Pradesh,Lucknow,SHAILENDRA SINGH YADAV,Independent,607
Uttar Pradesh,Lucknow,VIJAY BAHADUR SINGH,Manavtawadi Samaj Party,575
Uttar Pradesh,Lucknow,MANOJ SINGH,Independent,572
Uttar Pradesh,Lucknow,RADHA KRISHNAN,Uttar Pradesh Republican Party,542
Uttar Pradesh,Lucknow,RAJ KUMAR SINGH,National Youth Party,523
Uttar Pradesh,Lucknow,RAMPHAL RAWAT,Bharatiya Nav Kranti Party,502
Uttar Pradesh,Lucknow,NAND KUMAR LODHI RAJPOOT,Rashtriya Krantikari Samajwadi Party,445
Uttar Pradesh,Lucknow,VINAY PRAKASH MISHRA,Independent,441
Uttar Pradesh,Lucknow,RAJEEV RANJAN TIWARI ALIAS RAJ BEHARI,Independent,391
Uttar Pradesh,Lucknow,ADARSH SHASTRI,Independent,389
Uttar Pradesh,Lucknow,RABI DUBEY,Nagrik Ekta Party,361
Uttar Pradesh,Lucknow,YOGESH CHANDRA BHATT,Independent,337
Uttar Pradesh,Lucknow,GHANSHYAM SINGH,Independent,282
Uttar Pradesh,Lucknow,None of the Above,None of the Above,4596
Uttar Pradesh,Machhlishahr,RAM CHARITRA NISHAD,Bharatiya Janata Party,438210
Uttar Pradesh,Machhlishahr,BHOLANATH ALIAS B.P. SAROJ,Bahujan Samaj Party,266055
Uttar Pradesh,Machhlishahr,TUFANI,Samajwadi Party,191387
Uttar Pradesh,Machhlishahr,TUFANI NISHAD,Indian National Congress,36275
Uttar Pradesh,Machhlishahr,SUBAS CHANDRA,Communist Party of India,18777
Uttar Pradesh,Machhlishahr,RAJ ALIAS VIRENDRA KUMAR SONKAR,Aam Aadmi Party,9223
Uttar Pradesh,Machhlishahr,SHRAVAN KUMAR PASWAN,Independent,7833
Uttar Pradesh,Machhlishahr,HARINATH,Independent,5279
Uttar Pradesh,Machhlishahr,RAJESH SONKAR,Independent,4362
Uttar Pradesh,Machhlishahr,OMPRAKASH ALIAS AMBEDKAR,Independent,2708
Uttar Pradesh,Machhlishahr,HARI,Suheldev Bhartiya Samaj Party,2669
Uttar Pradesh,Machhlishahr,SIKANDAR,Bahujan Mukti Party,2114
Uttar Pradesh,Machhlishahr,RAJESH,Janata Dal (United),1552
Uttar Pradesh,Machhlishahr,LALJI,Bhartiya Shakti Chetna Party,1543
Uttar Pradesh,Machhlishahr,SURESH GAUTAM,Adarsh Rashtriya Vikas Party,1467
Uttar Pradesh,Machhlishahr,None of the Above,None of the Above,8448
Uttar Pradesh,Maharajganj,PANKAJ,Bharatiya Janata Party,471542
Uttar Pradesh,Maharajganj,KASHI NATH SHUKLA,Bahujan Samaj Party,231084
Uttar Pradesh,Maharajganj,AKHILESH,Samajwadi Party,213974
Uttar Pradesh,Maharajganj,HARSH VARDHAN,Indian National Congress,57193
Uttar Pradesh,Maharajganj,ANIL KUMAR SHAHANI,Independent,15517
Uttar Pradesh,Maharajganj,TEJ PRATAP,Independent,6131
Uttar Pradesh,Maharajganj,SHREE AKHILESH KUMAR,Apna Dal United Party,5422
Uttar Pradesh,Maharajganj,KAVILAS,Suheldev Bhartiya Samaj Party,5195
Uttar Pradesh,Maharajganj,RAMSAMUJH,Swaraj (J),5001
Uttar Pradesh,Maharajganj,GOVIND DAS,Independent,4216
Uttar Pradesh,Maharajganj,DAYARAM NISHAD,Independent,4210
Uttar Pradesh,Maharajganj,AJAYDHAR,Independent,4079
Uttar Pradesh,Maharajganj,ARAT KHARVAR,Bahujan Mukti Party,3752
Uttar Pradesh,Maharajganj,MUMMATAJ,Peace Party,3582
Uttar Pradesh,Maharajganj,SHIVCHARAN,Jai Hind Samaj Party,3455
Uttar Pradesh,Maharajganj,PASHUPATI NATH GUPTA,Aam Aadmi Party,3196
Uttar Pradesh,Maharajganj,RAKESH KUMAR GIRI,Independent,2545
Uttar Pradesh,Maharajganj,VIMLESH TRIPATHI,Naitik Party,2339
Uttar Pradesh,Maharajganj,DINANATH,Independent,2149
Uttar Pradesh,Maharajganj,RADHEYSHYAM,Most Backward Classes Of India,1961
Uttar Pradesh,Maharajganj,RAKESH KUMAR GUPTA,Independent,1828
Uttar Pradesh,Maharajganj,DINESH KUMAR,Independent,1671
Uttar Pradesh,Maharajganj,MANGAL LAL,Lok Dal,1491
Uttar Pradesh,Maharajganj,None of the Above,None of the Above,4545
Uttar Pradesh,Mainpuri,MULAYAM SINGH YADAV,Samajwadi Party,595918
Uttar Pradesh,Mainpuri,SHATRUGHAN SINGH CHAUHAN,Bharatiya Janata Party,231252
Uttar Pradesh,Mainpuri,DR. SANGHMITRA MAURYA,Bahujan Samaj Party,142833
Uttar Pradesh,Mainpuri,ALOK NANDAN,Independent,5645
Uttar Pradesh,Mainpuri,BABA HARDEV SINGH,Aam Aadmi Party,5588
Uttar Pradesh,Mainpuri,MUKESH KUMAR SHAKYA,Independent,2542
Uttar Pradesh,Mainpuri,HAKIM SINGH,Independent,2279
Uttar Pradesh,Mainpuri,ABU NASIM PATHAN,Peace Party,2095
Uttar Pradesh,Mainpuri,RAJESHWARI,Independent,1746
Uttar Pradesh,Mainpuri,MUKESH KUMAR,Independent,916
Uttar Pradesh,Mainpuri,SATENDRA VEER SINGH CHAUHAN,All India Forward Bloc,872
Uttar Pradesh,Mainpuri,ASHOK KUMAR,Independent,695
Uttar Pradesh,Mainpuri,SHISHUPAL SINGH,Bhartiya Shakti Chetna Party,561
Uttar Pradesh,Mainpuri,None of the Above,None of the Above,6323
Uttar Pradesh,Mathura,HEMA MALINI,Bharatiya Janata Party,574633
Uttar Pradesh,Mathura,JAYANT CHAUDHARY,Rashtriya Lok Dal,243890
Uttar Pradesh,Mathura,PT. YOGESH KUMAR DWIVEDI,Bahujan Samaj Party,173572
Uttar Pradesh,Mathura,CHANDAN SINGH,Samajwadi Party,36673
Uttar Pradesh,Mathura,HEMA MALINI,Independent,10158
Uttar Pradesh,Mathura,ANUJ KUMAR GARG,Aam Aadmi Party,7858
Uttar Pradesh,Mathura,RADHACHARAN,Independent,4795
Uttar Pradesh,Mathura,OM PRAKASH,Independent,2847
Uttar Pradesh,Mathura,BHUDEV,Independent,2715
Uttar Pradesh,Mathura,SATISH CHANDRA SHARMA,Independent,2675
Uttar Pradesh,Mathura,MAHESH PRATAP SHARMA,Rashtriya Vikas Party,2396
Uttar Pradesh,Mathura,FAKKAR BABA 'RAMAYANI',Independent,2160
Uttar Pradesh,Mathura,RAM BABU SAINI,Independent,2082
Uttar Pradesh,Mathura,THAKUR HEMENDRA VEER SINGH,Sarva Samaj Kalyan Party,1858
Uttar Pradesh,Mathura,PRAMOD KRISHNA,Independent,1759
Uttar Pradesh,Mathura,PARSOTTAM,Rashtriya mahan Gantantra Party,1338
Uttar Pradesh,Mathura,PT. UDYAN SHARMA 'MUNNA',Peace Party,1066
Uttar Pradesh,Mathura,BHUPENDRA KUMAR DHANGAR,Rashtriya Shoshit Samaj Party,1054
Uttar Pradesh,Mathura,MOHAN SHYAM,Gareeb Aadmi Party,731
Uttar Pradesh,Mathura,MAHARAM SINGH,Bahujan Mukti Party,655
Uttar Pradesh,Mathura,None of the Above,None of the Above,1953
Uttar Pradesh,Meerut,RAJENDRA AGARWAL,Bharatiya Janata Party,532981
Uttar Pradesh,Meerut,MOHD.SHAHID AKHLAK,Bahujan Samaj Party,300655
Uttar Pradesh,Meerut,SHAHID MANZOOR,Samajwadi Party,211759
Uttar Pradesh,Meerut,NAGMA,Indian National Congress,42911
Uttar Pradesh,Meerut,DR. (EX. MAJ) HIMANSHU SINGH,Aam Aadmi Party,11793
Uttar Pradesh,Meerut,SUNIL DUTT,Independent,1734
Uttar Pradesh,Meerut,MUKESH KUMAR,Independent,1542
Uttar Pradesh,Meerut,MOHD.USMAN GHAZI,Rashtriya Apna Dal,1451
Uttar Pradesh,Meerut,MOHD. SAJID SAIFI,Bahujan Mukti Party,1063
Uttar Pradesh,Meerut,ATUL KHODAWAL,Independent,818
Uttar Pradesh,Meerut,IQRA CHOUDHARY,Independent,734
Uttar Pradesh,Meerut,APHAJAL,Independent,382
Uttar Pradesh,Meerut,ANIL,Independent,348
Uttar Pradesh,Meerut,None of the Above,None of the Above,5213
Uttar Pradesh,Mirzapur,ANUPRIYA SINGH PATEL,Apna Dal,436536
Uttar Pradesh,Mirzapur,SAMUDRA BIND,Bahujan Samaj Party,217457
Uttar Pradesh,Mirzapur,LALITESH PATI TRIPATHI,Indian National Congress,152666
Uttar Pradesh,Mirzapur,SURENDRA SINGH PATEL,Samajwadi Party,108859
Uttar Pradesh,Mirzapur,ASHOK KUMAR,Independent,11245
Uttar Pradesh,Mirzapur,RAM MURAT,Independent,7947
Uttar Pradesh,Mirzapur,SANTOSH KUMAR,Samyak Parivartan Party,6811
Uttar Pradesh,Mirzapur,AJAD,Gondvana Gantantra Party,6762
Uttar Pradesh,Mirzapur,SUKCHARA NAND URF AALOO BABA,Shivsena,4787
Uttar Pradesh,Mirzapur,DEVI,Independent,4639
Uttar Pradesh,Mirzapur,VINEET SAHAI,All India Trinamool Congress,4548
Uttar Pradesh,Mirzapur,SHIVRAJ SAHNI,Pragatisheel Manav Samaj Party,4405
Uttar Pradesh,Mirzapur,BRIJESH KUMAR RAI,Aam Aadmi Party,4318
Uttar Pradesh,Mirzapur,SARVESH DUBEY,Republican Party of India (A),4304
Uttar Pradesh,Mirzapur,JITTOO RAM RATNA,Lok Dal,4209
Uttar Pradesh,Mirzapur,JEERA BHARTI,Communist Party of India (Marxist-Leninist) (Liberation),4148
Uttar Pradesh,Mirzapur,DR. KARNAIL SINGH,Independent,3627
Uttar Pradesh,Mirzapur,BHAGWAN DAS,Bahujan Mukti Party,3324
Uttar Pradesh,Mirzapur,ADESH TYAGI,Independent,3300
Uttar Pradesh,Mirzapur,HINCHH LAL,Independent,2685
Uttar Pradesh,Mirzapur,GIRJA SHANKAR URF CHUNMUN,Independent,2363
Uttar Pradesh,Mirzapur,RADHESHYAM INSAN,Bhartiya Republican Party (Insan),2138
Uttar Pradesh,Mirzapur,RAJA RAM,Independent,2010
Uttar Pradesh,Mirzapur,None of the Above,None of the Above,4539
Uttar Pradesh,Misrikh,ANJU BALA,Bharatiya Janata Party,412575
Uttar Pradesh,Misrikh,ASHOK KUMAR RAWAT,Bahujan Samaj Party,325212
Uttar Pradesh,Misrikh,JAI PRAKASH,Samajwadi Party,194759
Uttar Pradesh,Misrikh,OM PRAKASH,Indian National Congress,33075
Uttar Pradesh,Misrikh,HANS MUKHI KATHERIA,Independent,8635
Uttar Pradesh,Misrikh,SWADESH KUMAR,Independent,2970
Uttar Pradesh,Misrikh,KANEDI,Bahujan Mukti Party,2773
Uttar Pradesh,Misrikh,RAMPAL,Independent,2234
Uttar Pradesh,Misrikh,SHABNUM,Independent,1785
Uttar Pradesh,Misrikh,RAJESH KUMAR S/O PARMESHWAR DEEN,Bharatiya Republican Paksha,1158
Uttar Pradesh,Misrikh,HARINAM,Socialist Party (India),1003
Uttar Pradesh,Misrikh,RAJESH KUMAR S/O BABOORAM,Independent,951
Uttar Pradesh,Misrikh,NAGPAL,Bhartiya Krishak Dal,847
Uttar Pradesh,Misrikh,MANSHARAM GAUTAM,Communist Party of India (Marxist-Leninist) Red Star,704
Uttar Pradesh,Misrikh,None of the Above,None of the Above,9633
Uttar Pradesh,Mohanlalganj,KAUSHAL KISHORE,Bharatiya Janata Party,455274
Uttar Pradesh,Mohanlalganj,R.K CHAUDHARY,Bahujan Samaj Party,309858
Uttar Pradesh,Mohanlalganj,SUSHILA SAROJ,Samajwadi Party,242366
Uttar Pradesh,Mohanlalganj,NARENDRA GAUTAM,Indian National Congress,52598
Uttar Pradesh,Mohanlalganj,SUNIL GAUTAM,Aam Aadmi Party,10031
Uttar Pradesh,Mohanlalganj,MAHESH KUMAR,Independent,7412
Uttar Pradesh,Mohanlalganj,REENA CHAUDHARY,Independent,6304
Uttar Pradesh,Mohanlalganj,AMIT RAWAT,All India Trinamool Congress,5115
Uttar Pradesh,Mohanlalganj,SANTOSH KUMAR DHARKAR,Indian National League,4280
Uttar Pradesh,Mohanlalganj,SHATROHANLAL RAWAT,Independent,4214
Uttar Pradesh,Mohanlalganj,MEERA DEVI,Mahila Swabhiman Party,2425
Uttar Pradesh,Mohanlalganj,GAUTAM BHARTI,Rashtriya Rashtrawadi Party,2225
Uttar Pradesh,Mohanlalganj,GOPAL KANAUJIYA,Republican Party of India (A),1826
Uttar Pradesh,Mohanlalganj,MEENA RAWAT,Naitik Party,1782
Uttar Pradesh,Mohanlalganj,BRIJLAL,Samtawadi Republican Party,1632
Uttar Pradesh,Mohanlalganj,MAHENDRA KUMAR RAWAT,Awami Samta Party,1617
Uttar Pradesh,Mohanlalganj,JAGDISH PRASAD GAUTAM,Manavtawadi Samaj Party,1494
Uttar Pradesh,Mohanlalganj,OM PRAKASH,Peace Party,1427
Uttar Pradesh,Mohanlalganj,None of the Above,None of the Above,4708
Uttar Pradesh,Moradabad,KUNWER SARVESH KUMAR,Bharatiya Janata Party,485224
Uttar Pradesh,Moradabad,DR S T HASAN,Samajwadi Party,397720
Uttar Pradesh,Moradabad,HAJI MOHD YAQOOB,Bahujan Samaj Party,160945
Uttar Pradesh,Moradabad,ENGINEER MOHAMMAD IRFAN,Peace Party,25840
Uttar Pradesh,Moradabad,BEGUM NOOR BANO URF MEHTAB,Indian National Congress,19732
Uttar Pradesh,Moradabad,SAURABH PRATAP SINGH,All India Trinamool Congress,5647
Uttar Pradesh,Moradabad,VIMAL KUMAR,Aam Aadmi Party,4469
Uttar Pradesh,Moradabad,HARIOM,Naya Daur Party,4097
Uttar Pradesh,Moradabad,NAFISUDDIN,Communist Party of India (Marxist),3180
Uttar Pradesh,Moradabad,AMIT KUMAR,Bahujan Mukti Party,3047
Uttar Pradesh,Moradabad,SANDEEP KUMAR,Sarva Samaj Kalyan Party,2971
Uttar Pradesh,Moradabad,SATISH CHANDRA SHARMA,Naitik Party,2267
Uttar Pradesh,Moradabad,TEAJ SINGH SAINI,Rashtriya Samanta Dal,1710
Uttar Pradesh,Moradabad,JAIPAL SINGH SAINI,Shivsena,1334
Uttar Pradesh,Moradabad,ROOPA CHANDRA SINGH,Independent,1282
Uttar Pradesh,Moradabad,RAJ KUMAR GUPTA,Independent,1278
Uttar Pradesh,Moradabad,KAMAR ALAM,Indian Bahujan Samajwadi Party,1059
Uttar Pradesh,Moradabad,MOHD ZAFAR IQBAL,Akhil Bharatiya Muslim League (Secular),956
Uttar Pradesh,Moradabad,None of the Above,None of the Above,5207
Uttar Pradesh,Muzaffarnagar,(DR.) SANJEEV KUMAR BALYAN,Bharatiya Janata Party,653391
Uttar Pradesh,Muzaffarnagar,KADIR RANA,Bahujan Samaj Party,252241
Uttar Pradesh,Muzaffarnagar,VIRENDER SINGH,Samajwadi Party,160810
Uttar Pradesh,Muzaffarnagar,PANKAJ AGARWAL,Indian National Congress,12937
Uttar Pradesh,Muzaffarnagar,RAJESH DEVI ALIAS RADHIKA BALIYAN,All India Trinamool Congress,4129
Uttar Pradesh,Muzaffarnagar,RAKESH,Independent,3482
Uttar Pradesh,Muzaffarnagar,PHOOL SINGH PAL,Independent,3431
Uttar Pradesh,Muzaffarnagar,ANIL KUMAR,Bahujan Mukti Party,2238
Uttar Pradesh,Muzaffarnagar,MOHAMMED YAMIN,Aam Aadmi Party,1931
Uttar Pradesh,Muzaffarnagar,SHANDAR GUFRAN,Independent,1864
Uttar Pradesh,Muzaffarnagar,GUFRAN AHMAD,Independent,1682
Uttar Pradesh,Muzaffarnagar,JAGBIR SINGH,Independent,845
Uttar Pradesh,Muzaffarnagar,NASEEM AHMAD ANSARI,Independent,750
Uttar Pradesh,Muzaffarnagar,ANKUR,Independent,723
Uttar Pradesh,Muzaffarnagar,MO. YAMIN,All India Ravidas Samata Party,543
Uttar Pradesh,Muzaffarnagar,LALIT CHAUHAN,Janata Dal (United),499
Uttar Pradesh,Muzaffarnagar,SHABNAM,Independent,487
Uttar Pradesh,Muzaffarnagar,MANGE RAM KASHYAP,Majdoor Kisan Union Party,362
Uttar Pradesh,Muzaffarnagar,CHATAR SINGH KASHYAP,Vanchit Jamat Party,350
Uttar Pradesh,Muzaffarnagar,None of the Above,None of the Above,4739
Uttar Pradesh,Nagina,YASHWANT SINGH,Bharatiya Janata Party,367825
Uttar Pradesh,Nagina,YASHVIR SINGH,Samajwadi Party,275435
Uttar Pradesh,Nagina,GIRISH CHANDRA,Bahujan Samaj Party,245685
Uttar Pradesh,Nagina,SHEESHRAM SINGH RAVI,Peace Party,21334
Uttar Pradesh,Nagina,BHAGWAN DASS RATHOR,Mahan Dal,4581
Uttar Pradesh,Nagina,SUNIL,Independent,4328
Uttar Pradesh,Nagina,SARIKA,Aam Aadmi Party,3695
Uttar Pradesh,Nagina,SHAMSHER,Independent,3577
Uttar Pradesh,Nagina,OMPRAKASH RAVI,Shivsena,2967
Uttar Pradesh,Nagina,TEJ SINGH,Ambedkar Samaj Party,1845
Uttar Pradesh,Nagina,ASARPAT SINGH,Independent,1714
Uttar Pradesh,Nagina,MANJU DEVI,Lok Dal,1027
Uttar Pradesh,Nagina,SHARISHTHA KUMAR SINGH,Jai Maha Bharath Party,861
Uttar Pradesh,Nagina,VINOD KUMAR,Bahujan Mukti Party,852
Uttar Pradesh,Nagina,None of the Above,None of the Above,6470
Uttar Pradesh,Phulpur,KESHAV PRASAD MAURYA,Bharatiya Janata Party,503564
Uttar Pradesh,Phulpur,DHARAM RAJ SINGH PATEL,Samajwadi Party,195256
Uttar Pradesh,Phulpur,KAPIL MUNI KARWARIYA,Bahujan Samaj Party,163710
Uttar Pradesh,Phulpur,MOHD. KAIF,Indian National Congress,58127
Uttar Pradesh,Phulpur,SHIMALA SHRI,Aam Aadmi Party,7384
Uttar Pradesh,Phulpur,MILAN MUKERJEE,Independent,5652
Uttar Pradesh,Phulpur,ZIAOUL HAQUE,Independent,3392
Uttar Pradesh,Phulpur,MITHILESH KUMAR,Independent,3114
Uttar Pradesh,Phulpur,GYANENDRA KUMAR SRIVASTAVA (GYANI BHAI),Nationalist Congress Party,2706
Uttar Pradesh,Phulpur,DR. NEERAJ,Independent,2187
Uttar Pradesh,Phulpur,SURENDRA KUMAR MISHRA,Lok Dal,1585
Uttar Pradesh,Phulpur,GANESHJI TRIPATHI,Rashtriya Bandhutwa Party,1521
Uttar Pradesh,Phulpur,NATHU RAM BOUDHA,Bahujan Mukti Party,1306
Uttar Pradesh,Phulpur,PARVEZ ASHFAQUE SIDDIQUI,Qaumi Ekta Dal,1302
Uttar Pradesh,Phulpur,DAKKHINI PRASAD KUSHWAHA,Rashtriya Garib Dal,1111
Uttar Pradesh,Phulpur,None of the Above,None of the Above,8424
Uttar Pradesh,Pilibhit,MANEKA SANJAY GANDHI,Bharatiya Janata Party,546934
Uttar Pradesh,Pilibhit,BUDHSEN VERMA,Samajwadi Party,239882
Uttar Pradesh,Pilibhit,ANIS AHMAD KHAN ALIAS PHOOL BABU,Bahujan Samaj Party,196294
Uttar Pradesh,Pilibhit,SANJAY KAPOOR,Indian National Congress,29169
Uttar Pradesh,Pilibhit,MUNESH SINGH,Independent,6151
Uttar Pradesh,Pilibhit,RAJEEV AGRAWAL,Aam Aadmi Party,5547
Uttar Pradesh,Pilibhit,RAM AUTAR,Communist Party of India (Marxist-Leninist) (Liberation),3187
Uttar Pradesh,Pilibhit,RAVINDRA KUMAR DEVNATH,Independent,3145
Uttar Pradesh,Pilibhit,NILIMA SHARMA,Peace Party,2670
Uttar Pradesh,Pilibhit,MOHD NAEEM ANSARI,Independent,2617
Uttar Pradesh,Pilibhit,ARAMAN KHAN,Independent,2170
Uttar Pradesh,Pilibhit,SANJAY KUMAR,Naitik Party,1260
